id,country_id,start_date,name,caretaker,wikipedia,data_source,description,comment,previous_cabinet_id,previous_parliament_election_id,previous_ep_election_id,old_countryID,old_cabID
929,34,1955-11-03,Ben-Gurion VIII,0,http://en.wikipedia.org/wiki/Seventh_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].
PM Ben-Gurion resigned on 31 December 1957 over leaking information from cabinet meetings.",,1080,706,,,
930,34,1958-01-07,Ben-Gurion IX,0,http://en.wikipedia.org/wiki/Eighth_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].",,929,706,,,
931,34,1958-07-01,Ben-Gurion X,0,http://en.wikipedia.org/wiki/Eighth_government_of_Israel,knesset,"Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].
PM Ben-Gurion resigned on 5 July 1959 following disagreement with the knesset over arms trade.",,930,706,,,
932,34,1959-12-17,Ben-Gurion XII,0,http://en.wikipedia.org/wiki/Ninth_government_of_Israel,"knesset, nyt","Minority cabinet was supported by Hakla'ut Ufituah (HU), Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].
Cabinet won a confidence vote (yes: 77; no: 26) on 31 January 1961 but resigned the same day over intelligence operations (Lavon Affair).",,1083,707,,,
933,34,1961-11-02,Ben-Gurion XV,0,http://en.wikipedia.org/wiki/Tenth_government_of_Israel,knesset,"Minority cabinet was supported by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].",,1136,708,,,
934,34,1963-06-26,Eshkol I,0,http://en.wikipedia.org/wiki/Eleventh_government_of_Israel,knesset,"Minority cabinet was supported by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].",,933,708,,,
935,34,1964-12-22,Eshkol II,0,http://en.wikipedia.org/wiki/Twelfth_government_of_Israel,knesset,"Minority cabinet was supported by Poalei Agudat Yisrael (PAY) with a deputy minister and by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].",,934,708,,,
936,34,1966-01-12,Eshkol III,0,http://en.wikipedia.org/wiki/Thirteenth_government_of_Israel,knesset,"Minority cabinet was supported by Libralim Atzma'im (LA), Poalei Agudat Yisrael (PAY) with a deputy minister and by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].
Cabinet ended on 5 June 1967 with a change in party composition.",,935,709,,,
937,34,1967-06-05,Eshkol IV,0,http://en.wikipedia.org/wiki/Thirteenth_government_of_Israel,knesset,"Minority cabinet was supported by Libralim Atzma'im (LA), Poalei Agudat Yisrael (PAY) with a deputy minister and by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].
Cabinet continued on 5 June 1967 after a change in party composition.
Cabinet ended on 26 February 1969 with death of PM Eshkol.",,936,709,,,
938,34,1969-03-17,Meir I,0,http://en.wikipedia.org/wiki/Fourteenth_government_of_Israel,knesset,"Minority cabinet was supported by Libralim Atzma'im (LA), Poalei Agudat Yisrael (PAY) with a deputy minister and by Kidma vePituah (KP), Shituf VeAhvah (SV) [Arab satellite lists].
Cabinet ended with an early election on 28 October 1969 and resigned on 15 December.",,937,709,,,
939,34,1969-12-15,Meir II,0,http://en.wikipedia.org/wiki/Fifteenth_government_of_Israel,knesset,"Minority cabinet was supported by Kidma vePituah (KP) with a deputy minister and by Shituf VeAhvah (SV) [Arab satellite lists].
Cabinet ended on 6 August 1970 when Herut-Liberal Bloc (Gahal) withdrew from the coalition.",,938,710,,,
940,34,1970-08-07,Meir III,0,http://en.wikipedia.org/wiki/Fifteenth_government_of_Israel,knesset,Minority cabinet was supported by Kidma vePituah (KP) with a deputy minister and by Shituf VeAhvah (SV) [Arab satellite lists].,,939,710,,,
942,34,1974-06-03,Rabin I,0,http://en.wikipedia.org/wiki/Seventeenth_government_of_Israel,knesset,Cabinet ended on 29 October 1974 with a change in party composition.  ,,1082,711,,,
943,34,1974-11-06,Rabin II,0,http://en.wikipedia.org/wiki/Seventeenth_government_of_Israel,"knesset, nyt","Cabinet continued on 6 November 1974 after a change in party composition.
Cabinet resigned on 22 December 1976 after the National Religious Party (Mafdal) withdrew from the coalition.",,942,711,,,
944,34,1976-12-22,Rabin III,1,http://en.wikipedia.org/wiki/Seventeenth_government_of_Israel,knesset,"Minority cabinet was supported by Kidma vePituah (KP) [Arab satellite lists].
Caretaker cabinet was formed on 22 December 1976 after a change in party composition.
Cabinet ended with election on 17 May 1977.",,943,711,,,
945,34,1977-06-20,Begin I,0,http://en.wikipedia.org/wiki/Eighteenth_government_of_Israel,knesset,Cabinet ended on 24 October 1977 with a change in party composition.,Single MK  Moshe Dayan had been elected to the Knesset on the Alignment's list.,944,712,,,
946,34,1977-10-24,Begin II,0,http://en.wikipedia.org/wiki/Eighteenth_government_of_Israel,knesset,"Cabinet continued on 24 October 1977 after a change in party composition.
Cabinet ended with election on 30 June 1981. ",Peace-Zion (Sh) joined The Consolidation (L) on 5 July 1977. Therefore The Consolidation (L) includes the  Peace-Zion (Sh) ministers.  ,945,712,,,
951,34,1986-10-20,Shamir III,0,http://en.wikipedia.org/wiki/Twenty-second_government_of_Israel,knesset,Cabinet ended on 26 May 1987 with a change in party composition. ,,1115,714,,,
953,34,1988-12-22,Shamir V,0,http://en.wikipedia.org/wiki/Twenty-third_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Agudat Yisrael (AY) with a deputy minister.
Cabinet ended on 15 March 1990 when PM Shamir lost a no-confidence vote in parliament (yes: 55, no: 60).",,1108,715,,,
954,34,1990-06-11,Shamir VII,0,http://en.wikipedia.org/wiki/Twenty-fourth_government_of_Israel,knesset,"Minority cabinet was supported by Agudat Yisrael (AY), Degel HaTorah (DH), HaMa'arakh | HaAvoda (HM|HA), Tehiya (Tehiya) with a deputy minister.
Cabinet was appointed on 11 June 1990.
Cabinet ended on 5 February 1991 with a change in party composition.",,1117,715,,,
955,34,1991-02-05,Shamir VIII,0,http://en.wikipedia.org/wiki/Twenty-fourth_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Agudat Yisrael (AY), Degel HaTorah (DH), Tehiya (Tehiya) with a deputy minister.
Cabinet continued on 5 February 1991 when Homeland (M) joined the cabinet.
Cabinet ended on 31 December 1991 when Crossroads (Tsomet) withdrew from cabinet.",,954,715,,,
957,34,1992-01-21,Shamir IX,0,http://en.wikipedia.org/wiki/Twenty-fourth_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Agudat Yisrael (AY), Degel HaTorah (DH) with a deputy minister.
Cabinet continued on 21 January 1992 after a change in party composition.
Cabinet ended with election on 23 June 1992.",,955,715,,,
958,34,1992-07-13,Rabin IV,0,http://en.wikipedia.org/wiki/Twenty-fifth_government_of_Israel,knesset,"Cabinet was appointed on 13 July 1992.
Cabinet ended on 14 September 1993 with a change in party composition.  ",,957,716,,,
959,34,1993-09-14,Rabin V,0,http://en.wikipedia.org/wiki/Twenty-fifth_government_of_Israel,knesset,"Cabinet continued on 14 September 1993 after a change in party compositition.
Cabinet ended on 9 January 1995 with a change in party composition.",,958,716,,,
960,34,1995-11-22,Peres II,0,http://en.wikipedia.org/wiki/Twenty-sixth_government_of_Israel,knesset,"Cabinet continued on 22 November 1995 after the assassination of PM Rabin.
Cabinet ended with an early election on 29 May 1996. ",,1120,716,,,
961,34,1996-06-18,Netanyahu I,0,http://en.wikipedia.org/wiki/Twenty-seventh_government_of_Israel,"afp, knesset","Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
Cabinet was appointed on 18 June 1996.
Cabinet ended on 4 January 1998 after Gesher withdrew from the coalition.",,960,717,,,
962,34,2000-07-11,Barak II,0,http://en.wikipedia.org/wiki/Twenty-eighth_government_of_Israel,"knesset, reuters","Cabinet continued on 11 July 2000 after a change in party composition.
PM Barak resigned on 10 December 2000 facing a Palestinian uprising.",,1121,718,,,
965,34,2001-03-07,Sharon I,0,http://en.wikipedia.org/wiki/Twenty-ninth_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
Cabinet won an investiture vote on 7 March 2001 (yes: 72, no: 21).
Cabinet ended on 29 August 2001 with a change in party composition.",,1138,718,,,
966,34,2001-08-29,Sharon II,0,http://en.wikipedia.org/wiki/Twenty-ninth_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
Cabinet ended on 12 March 2002 when the National Union (HaLe, YB) withdrew from the coalition.",,965,718,,,
968,34,1952-09-18,Ben-Gurion VI,0,http://en.wikipedia.org/wiki/Third_government_of_Israel,"knesset, nyt","Minority cabinet was supported by Poalei Agudat Yisrael (PAY) with a deputy minister and by Hakla'ut Ufituah (HU), Kidma Ve'avoda (KiVe), Reshima Demokratit LeAravei Yisrael (RDAY) [Arab satellite lists].
Cabinet resigned on 19 December 1952 in disagreement over religious education.",,924,705,,,
969,5,2011-08-30,Noda,0,http://en.wikipedia.org/wiki/Yoshihiko_Noda,"jiji, kyodo, reuters","PM Noda won investiture votes (yes: 308, [lower house]; yes: 110, total: 241 [upper house]) on 30 August 2011 following the resignation of PM Kan. His cabinet came into office on 2 September.
Cabinet lost majority control and was forced to dissolve parliament in fall 2012. It ended with an early election on 16 December 2012.",,493,327,,,
970,21,2011-10-02,Thorning-Schmidt I,0,http://en.wikipedia.org/wiki/Cabinet_of_Helle_Thorning-Schmidt_I,afp,"PM Thorning-Schmidt was appointed on 2 October 2011 and cabinet came into office the following day.
Minority cabinet was supported by Red-Green Alliance (Enh) and 3 MPs from Greenland and Faroe Islands.
Cabinet ended on 3 February 2014 after Socialist Peoples Party (SF) withdrew from the coalition.",AFP mentions the support of three centre-left MPs from Greenland and Faroe Islands. These parties are coded from their party family.,71,722,309,,
971,55,2011-10-25,Dombrovskis IV,0,http://en.wikipedia.org/wiki/Valdis_Dombrovskis,"afp, leta, lo","PM Dombrovskis and his cabinet were confirmed in parliament (yes: 57, no: 38, abstain: 3) on 25 October 2011.
Zatlers' Reform Party (ZRP) won 22 seats but 6 MPs formed an independent party group that supported the government. The independent group signed an agreement that includes the joint responsibility for the Transport Ministry.
PM Dombrovskis resigned on 27 November 2013 after the collapse of a Riga supermarket roof.",,882,765,302,,
972,40,1943-12-15,Bundesrat 1943,0,,swiss,,,973,771,,,
973,40,1939-12-13,Bundesrat 1939,0,,swiss,,,974,767,,,
974,40,1935-12-11,Bundesrat 1935,0,,swiss,,,975,769,,,
975,40,1934-03-22,Bundesrat 1934,0,,swiss,Cabinet started on 22 March 1934 with the election of Chancellor Bovet after Käslin resigned. ,,976,768,,,
976,40,1931-12-17,Bundesrat 1931,0,,swiss,"Cabinet ended on 22 March 1934 with the election of a new chancellor, after Käslin resigned because of health problems.  ",,978,768,,,
977,40,1928-12-13,Bundesrat 1928,0,,swiss,Cabinet ended on 12 December 1929 with the election of a Swiss Peoples Party (SVP) member to the Federal Council.,,979,772,,,
978,40,1929-12-12,Bundesrat 1929,0,,swiss,Cabinet started on 12 December 1929 with the election of Rudolf Minger (SVP) to the Federal Council.,,977,772,,,
979,40,1925-12-17,Bundesrat 1925,0,,swiss,,,980,774,,,
980,40,1922-12-14,Bundesrat 1922,0,,swiss,,,981,773,,,
981,40,1919-12-11,Bundesrat 1919,0,,swiss,,,1464,770,,,
982,1,2011-10-20,Radicova II,1,http://en.wikipedia.org/wiki/Iveta_Radi%C4%8Dov%C3%A1,spectator,Previous cabinet was defeated in a vote of confidence on 11 October 2011 and constitutionally obliged to resign. Leaders of all cabinet parties and President Gašparovič agreed on 20 October that the existing government remains in office until the next elections in March 2012. The president made use of article 115 (2) of the constitution.,Coded as as change in cabinet because of the quasi-resignation. The date of the agreement on 20 October 2011 is used as start date.,319,524,441,,
983,26,2011-11-16,Monti,1,http://en.wikipedia.org/wiki/Monti_Cabinet,reuters,"PM Monti and his technocrat cabinet were sworn in on 16 November 2011 and won confidence votes on 18/19 November (yes: 281, no: 25 [upper house]; yes: 556, no: 61 [lower house]).
PM Monti resigned on 21 December 2012 and cabinet ended with election on 25 February 2013.",,823,111,549,,
984,41,2011-11-11,Papademos,1,http://en.wikipedia.org/wiki/Coalition_Cabinet_of_Lucas_Papademos,reuters,"PM Papademos and his interim cabinet were appointed on 11 November 2011.
Cabinet ended on 10 February 2012 with the resignation of all Popular Orthodox Rally (LAOS) ministers.",,224,651,264,,
985,74,2011-11-18,Tusk II,0,http://en.wikipedia.org/wiki/Second_Cabinet_of_Donald_Tusk,pr,"Cabinet was appointed on 18 November 2011 and won an investiture vote (yes: 234, no: 211) the day after.
Cabinet resigned on 11 September 2014 after PM Tusk accepted an EU position.",,164,766,255,,
986,11,2011-12-14,Key II,0,http://en.wikipedia.org/wiki/Fifth_National_Government_of_New_Zealand,"nzhe, reuters","Cabinet was appointed on 14 December 2011.
Minority cabinet was supported by confidence and supply agreements with ACT New Zealand, United New Zealand (signed on 5 Dec.) and the Maori Party (signed on 11 Dec.).",,251,776,,,
987,64,2011-12-06,Di Rupo,0,http://en.wikipedia.org/wiki/Di_Rupo_I_Government,"afp, dere","Cabinet was appointed on 6 December 2011 and won an investiture vote (yes: 89, no: 54) on 12 December.
Cabinet ended with election on 25 May 2014 and resigned the next day.",Cabinet formed more than 500 days after election.,675,486,638,,
988,27,2011-12-21,Rajoy I,0,,afp,"PM Rajoy won an investiture vote on 20 December 2011 (yes: 187, no: 149, abstain: 14). He was appointed and presented his cabinet a day after.
Cabinet ended with election on 20 December 2015. ",,497,777,448,,
989,40,2011-12-14,Bundesrat 2011,0,,reuters,"Federal Council was elected on 14 December 2011. 
Cabinet ended with election on 18 October 2015.",,903,779,,,
990,60,2012-01-28,Jansa II,0,http://en.wikipedia.org/wiki/Janez_Jan%C5%A1a,"reuters, sta","Parties signed a coalition agreement on 25 January 2012 and a support agreement with the two MPs representing the Hungarian and Italian minorities the day after.
PM Jansa won an investiture vote (yes: 51, no: 39) on 28 January and the cabinet (yes: 50, no: 10, abstain: 28) on 10 February.
Cabinet ended on 23 January 2013 when the Citizens' List (DL) withdrew from the coalition after PM Jansa refused to resign over corruption allegations. Pensioners' Party (DeSUS) withdrew on 22 February and People's Party (SLS) on 25 February. Cabinet lost a confidence vote (yes: 33, no: 55) on 27 February 2013.",,907,778,195,,
991,26,1996-01-11,Dini II,1,http://it.wikipedia.org/wiki/Governo_Dini,reuters,Caretaker cabinet following the resignation of PM Dini on 11 January 1996.,,382,146,326,,
992,23,2012-02-09,Ungureanu,0,http://en.wikipedia.org/wiki/Ungureanu_Cabinet,ager,"Cabinet won an investiture vote (yes: 237, no: 2, required: 232) on 9 February 2012 in a joint sitting of parliament.
Cabinet resigned on 27 April 2012 after losing a vote of confidence (yes: 9, no: 235, required: 231).",,537,319,229,,
993,23,2009-12-23,Boc II,0,http://en.wikipedia.org/wiki/Boc_Cabinets,reuters,Cabinet won an investiture vote (yes: 276 no: 135) on 23 December 2009 in a joint sitting of parliament.,,599,319,229,,
994,33,1943-09-21,Curtin II,0,http://en.wikipedia.org/wiki/Curtin_Government,hug-68,Cabinet ended on 5 July 1945 with death of PM Curtin.,,995,737,,,
995,33,1941-10-07,Curtin I,0,http://en.wikipedia.org/wiki/Curtin_Government,hug-68,,,1023,738,,,
996,33,1901-03-30,Barton,1,http://en.wikipedia.org/wiki/Barton_Ministry,hug-68,PM Barton resigned on 24 September 1903.,,,731,,,
997,33,1903-09-24,Deakin I,0,http://en.wikipedia.org/wiki/First_Deakin_Ministry,hug-68,,,996,731,,,
998,33,1904-04-27,Watson,0,http://en.wikipedia.org/wiki/Watson_Ministry,hug-68,PM Watson resigned on 13 August 1904 after the dissolution of the parliament failed.,,997,730,,,
999,33,1904-08-18,Reid,0,http://en.wikipedia.org/wiki/Reid_Ministry,hug-68,,,998,730,,,
1000,33,1905-07-05,Deakin II,0,http://en.wikipedia.org/wiki/Second_Deakin_Ministry,hug-68,Cabinet ended on 6 November 1908 when the Labor Party withdrew its support from the government. ,,999,730,,,
1001,33,1908-11-13,Fisher I,0,http://en.wikipedia.org/wiki/First_Fisher_Ministry,hug-68,"Cabinet ended on 27 May 1909 when PM Fisher resigned after he lost a confidence vote (yes: 30, no: 39).",,1000,725,,,
1002,33,1909-06-02,Deakin III,0,http://en.wikipedia.org/wiki/Fourth_Deakin_Ministry,hug-68,,,1001,725,,,
1003,33,1910-04-29,Fisher II,0,http://en.wikipedia.org/wiki/Second_Fisher_Ministry,hug-68,,,1002,747,,,
1004,33,1913-06-24,Cook,0,http://en.wikipedia.org/wiki/Cook_Ministry,"aph, hug-68",Cabinet ended on 5 September 1914 with the dissolutions of the Parliament and Senate.,,1003,748,,,
1005,33,1914-09-17,Fisher III,0,http://en.wikipedia.org/wiki/Third_Fisher_Ministry,hug-68,"Cabinet ended on 27 October 1915 with the resignation of PM Fisher.
",,1004,724,,,
1006,33,1915-10-27,Hughes I,0,http://en.wikipedia.org/wiki/First_Hughes_Ministry,hug-68,,,1005,724,,,
1007,33,1916-11-14,Hughes II,0,http://en.wikipedia.org/wiki/Second_Hughes_Ministry,hug-68,Cabinet ended on 17 February 1917 when the National Labor and Liberal parliamentary group merged to the Nationalist Party.,,1006,724,,,
1008,33,1917-02-17,Hughes III,0,http://en.wikipedia.org/wiki/Third_Hughes_Ministry,hug-68,,,1007,724,,,
1009,33,1917-05-05,Hughes IV,0,http://en.wikipedia.org/wiki/Fourth_Hughes_Ministry,hug-68,Cabinet ended on 20 December 1917 with the resignation of PM Hughes after a referendum on conscription was defeated. ,,1008,750,,,
1010,33,1918-01-10,Hughes V,0,http://en.wikipedia.org/wiki/Billy_Hughes,hug-68,,,1009,750,,,
1011,33,1919-12-13,Hughes VI,0,http://en.wikipedia.org/wiki/Fifth_Hughes_Ministry,"hug-68, nyt",Cabinet ended on 1 February 1923 with the resignation of PM Hughes after the Country Party refused any coalition including Hughes.,,1010,723,,,
1012,33,1923-02-09,Bruce I,0,http://en.wikipedia.org/wiki/First_Bruce_Ministry,hug-68,,,1011,726,,,
1013,33,1925-11-14,Bruce II,0,http://en.wikipedia.org/wiki/Second_Bruce_Ministry,hug-68,,,1012,727,,,
1014,33,1928-11-17,Bruce III,0,http://en.wikipedia.org/wiki/Third_Bruce_Ministry,"aph, hug-68",Cabinet ended on 10 September 1929 after PM Bruce was defeated in a bill and obtained a dissolution of the parliament. ,,1013,728,,,
1015,33,1929-10-22,Scullin,0,http://en.wikipedia.org/wiki/Scullin_Ministry,hug-68,"Cabinet ended on 25 November 1931 after PM Scullin was defeated in a bill and obtained a dissolution of the parliament.
",,1014,729,,,
1016,33,1932-01-06,Lyons I,0,http://en.wikipedia.org/wiki/First_Lyons_Ministry,hug-68,,,1015,744,,,
1017,33,1934-11-09,Lyons II,0,http://en.wikipedia.org/wiki/Second_Lyons_Ministry,hug-68,,,1016,746,,,
1018,33,1937-10-23,Lyons III,0,http://en.wikipedia.org/wiki/Fourth_Lyons_Ministry,hug-68,Cabinet ended on 7 April 1939 with death of PM Lyons.,,1017,745,,,
1019,33,1939-04-07,Page,1,http://en.wikipedia.org/wiki/Page_Ministry,hug-68,Caretaker cabinet under PM Page took office after the death of PM Lyons until the United Australia Party (UAP) elected a new leader.,,1018,745,,,
1020,33,1939-04-26,Menzies I,0,http://en.wikipedia.org/wiki/First_Menzies_Ministry,hug-68,Cabinet ended on 14 March 1990 with the agreement between the United Australia Party (UAP) and the Country Party (CP) to form a coalition cabinet.,,1019,745,,,
1021,33,1940-03-14,Menzies II,0,http://en.wikipedia.org/wiki/Second_Menzies_Ministry,hug-68,,,1020,745,,,
1022,33,1940-10-28,Menzies III,0,http://en.wikipedia.org/wiki/Third_Menzies_Ministry,hug-68,PM Menzies resigned on 28 August 1941 after the Australian Labor Party (ALP) refused his offer to join the coalition.,,1021,738,,,
1023,33,1941-08-29,Fadden,0,http://en.wikipedia.org/wiki/Fadden_Ministry,"hug-68, nyt","Cabinet ended on 3 October 1943 with the resignation of PM Fadden after two Independents withdrew their support from the government and the cabinet lost a confidence vote (yes: 33, no: 36) the same day. ",,1022,738,,,
1024,33,1969-11-12,Gorton III,0,http://en.wikipedia.org/wiki/Second_Gorton_Ministry,hug-77,Cabinet ended on 10 March 1971 after PM Gorton resigned following a tied confidence motion for Gorton in the Liberal Party (LPA).,,795,735,,,
1025,56,1942-12-16,Thordarson,0,http://en.wikipedia.org/wiki/Bj%C3%B6rn_%C3%9E%C3%B3r%C3%B0arson,nyt,Non-partisan cabinet resigned on 16 September 1944 after failing to find support for inflation control measures.,,1434,780,,,
1026,15,2010-09-21,Kubilius IV,0,http://en.wikipedia.org/wiki/Andrius_Kubilius,"afp, elta","Cabinet continued on 21 September 2010 after a change in party composition.
Cabinet ended with election on 14 October 2012.",,1632,646,337,,
1027,1,2012-04-04,Fico II,0,https://en.wikipedia.org/wiki/Fico's_Second_Cabinet,"afp, sita","PM Fico and the cabinet were appointed on 4 April 2012. Cabinet won an investiture vote (yes: 82, no: 53, abstain: 8) on 15 May.
Cabinet ended with election on 6 March 2016.",,982,781,441,,
1028,8,2012-04-23,Rutte II,1,http://en.wikipedia.org/wiki/Cabinet_Rutte,reuters,"Continuation caretaker cabinet remained in office on 23 April 2012 upon request by Queen Beatrix.
Cabinet ended with early election on 12 September 2012.",Start date set to 23 April 2012 (resignation) following three month coding rule.,804,530,134,,
1029,23,2003-06-19,Nastase II,0,,reuters,"Cabinet won a confidence vote (yes: 267, no: 7) on 19 June 2003 approving a reshuffle with a reduction of the number of ministries from 23 to 14.
Cabinet ended with election on  28 November 2004.",,64,336,,,
1030,68,2012-04-27,Necas II,0,http://en.wikipedia.org/wiki/Petr_Ne%C4%8Das%27s_Cabinet,"afp, reuters","Cabinet continued on 27 April 2012 after a change in party composition, winning a confidence vote (yes: 105, no: 93).
Cabinet ended on 17 June 2013 after PM Necas and the cabinet resigned. The resignation followed a bribery and spying scandal involving a close aide of PM Necas.","Start date set on 27 April 2012, parliamentary approval in a non-required confidence vote.",708,599,516,,
1031,34,2009-03-31,Netanyahu IV,0,http://en.wikipedia.org/wiki/Thirty-second_government_of_Israel,"knesset, reuters","Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
PM Netanyahu and his cabinet won an investiture vote on 31 March 2009 (yes: 69, no: 45).
Cabinet ended with a change in party composition.",LW: There is a gap between the termination of Olmert IV - 10 February 2009 and the start of Netanyahu IV - 31 March 2009. ,1135,721,,,
1032,34,2011-01-17,Netanyahu V,0,http://en.wikipedia.org/wiki/Thirty-second_government_of_Israel,knesset,"Minority cabinet was supported by Yahadut HaTora HaMeuhedet (YH) with a deputy minister.
Cabinet continued on 17 January 2011 after a change in party composition.
Cabinet ended on 8 May 2012 with a change in party composition.",,1031,721,,,
1033,23,2012-05-07,Ponta I,0,http://en.wikipedia.org/wiki/Ponta_Cabinet,"afp, reuters","Cabinet was nominated on 27 April 2012 and won an investiture vote (yes: 284, no: 92) on 7 May in a joint sitting of parliament.
Cabinet ended with election on 9 December 2012.",,992,319,229,,
1034,59,1999-10-03,Klima II,1,,reuters,Continuation caretaker cabinet remained in office on 3 October 1999 until the new cabinet was formed on 4 February 2000.,Start date set to 3 October 1999 (election date) following three month coding rule.,412,492,16,,
1035,59,1965-10-25,Klaus II,1,http://de.wikipedia.org/wiki/Bundesregierung_Klaus_I,faz,"Caretaker cabinet was appointed on 25 October 1965.
Cabinet ended with an early election on 6 March 1966.",,483,495,,,
1036,11,1943-09-25,Frazer II,0,http://en.wikipedia.org/wiki/Peter_Fraser_%28New_Zealand_politician%29,,,,1317,775,,,
1037,43,2012-05-15,Ayrault I,0,http://en.wikipedia.org/wiki/Ayrault_Cabinet,"afp, ap, fragov","PM Ayrault was appointed on 15 May 2012 and the cabinet was appointed the following day.
Cabinet ended with election on 10 June 2012 and resigned on 18 June.",,883,171,219,,
1038,43,2012-06-18,Ayrault II,0,http://en.wikipedia.org/wiki/Ayrault_Cabinet,"ap, fragov","PM Ayrault was re-appointed on 18 June 2012 and the cabinet was appointed three days later.
PM Ayrault resigned on 31 March 2014 after losses in local elections.",,1037,782,219,,
1039,41,2012-05-16,Pikramenos,1,http://en.wikipedia.org/wiki/Caretaker_Cabinet_of_Panagiotis_Pikrammenos,ap,"PM Pikramenos was appointed on 16 May 2012 and his technocrat cabinet one day later.
Cabinet ended with early election on 17 June 2012.",,984,783,264,,
1040,41,2012-06-20,Samaras I,0,http://en.wikipedia.org/wiki/Antonis_Samaras,"ana, ejpr, reuters","PM Samaras was appointed on 20 June 2012.The cabinet was presented a day after and won a confidence vote (yes: 179, no: 121) on 9 July 2012.
Cabinet ended on 25 June 2013 when DIMAR withdrew over economic reforms. ",DIMAR and PASOK nominated non-partisan ministers.,1039,784,264,,
1041,8,2012-11-05,Rutte III,0,http://en.wikipedia.org/wiki/Second_Rutte_cabinet,afp,"Cabinet was appointed on 5 November 2012.
Cabinet ended with election on 5 May 2017.
",,1028,785,134,,
1042,15,2012-12-13,Butkevicius I,0,https://en.wikipedia.org/wiki/Butkevi%C4%8Dius_Cabinet,"bns, elta","PM Butkevicius won an investiture vote (yes: 90, no: 40, abstain: 4) on 22 November 2012 and cabinet (yes: 83, no: 39, abstain: 9) on 13 December.
Cabinet resigned on 12 July 2014, a constitutional requirement after a presidential election.",,1026,786,337,,
1043,23,2012-12-21,Ponta II,0,http://en.wikipedia.org/wiki/Ponta_II_Cabinet,"ager, reuters","Cabinet won an investiture vote (yes: 402, no: 120) on 21 December 2012 in a joint sitting of parliament.
Minority cabinet was supported by People's Party (PP), ethnic Hungarian party and other minorities.
Cabinet ended on 26 February 2014 when National Liberal Party (PNL) withdrew over pre-election (EP and presidential) conflict. ",,1033,787,229,,
1044,5,2012-12-26,Abe III,0,http://en.wikipedia.org/wiki/Shinz%C5%8D_Abe,kyodo,"PM Abe won an investiture vote (yes: 328, total: 478 [lower house]; yes: 107, total: 234 [upper house]) on 26 December 2012 and the cabinet was appointed the same day.
PM Abe was seeking a new mandate in fall 2012 and dissolved parliament. Cabinet ended with an early election on 14 December 2014. ",,969,788,,,
1045,10,2013-03-13,Raikov,1,http://en.wikipedia.org/wiki/Government_of_Bulgaria,reuters,President Plevneliev appointed PM Raikov as interim Prime Minister on 13 March 2013 to serve until election in May.,,805,79,432,,
1046,72,2013-03-11,Muscat I,0,http://en.wikipedia.org/wiki/Maltese_Government_2013%E2%80%932018,tom,"PM Muscat was sworn in on 11 March 2013 and his cabinet two days later.
Cabinet ended with an early election on 6 June 2017 after corruption allegations.",,468,790,555,,
1047,60,2013-03-20,Bratusek,0,http://en.wikipedia.org/wiki/Government_of_Slovenia,sta,"Cabinet won an investiture vote (yes: 52, no: 35) on 20 March 2013.
PM Bratušek resigned on 8 May after losing the Positive Slovenia (PS) party leadership.",,990,778,195,,
1048,26,2013-04-27,Letta I,0,http://en.wikipedia.org/wiki/Letta_Cabinet,reuters,"PM Letta was appointed on 27 April 2013 and the cabinet won confidence votes on 29/30 April (yes: 453, no: 153 [lower house]; yes: 233, no: 59 [upper house]).
Cabinet ended on 15 November 2013 after People of Freedom (PdL) party group split.",,983,789,549,,
1049,62,2000-01-27,Racan I,0,http://en.wikipedia.org/wiki/Cabinet_of_Ivica_Ra%C4%8Dan_I,conrad,Cabinet ended on 4 June 2001 after Istarski demokratski sabor (IDS) withdrew from the coalition.,,,797,,,
