id,country_id,family_id,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,data_source,description,comment,cmp,euprofiler,ees,morgan,castles_mair,huber_inglehart,ray,benoit_laver,chess,old_countryID,old_partyID
1537,54,40,NPD,National Democratic Party,Nationaldemokratische Partei Deutschlands,Nationaldemokratische Partei Deutschlands,,http://en.wikipedia.org/wiki/Nationaldemokratische_Partei_Deutschlands,,,,,,,,,,,6033,,276,26
1538,9,3,KrF,Christian Democratic Party,Kristelig Folkeparti,Kristelig Folkeparti,,http://en.wikipedia.org/wiki/Kristelig_Folkeparti,,New party formed on 4 September 1933. ,,12520,,,48,1305,2907,1505,7542,3506,578,15
1539,43,11,PS,Socialist Party,Parti socialiste,Parti socialiste,,http://en.wikipedia.org/wiki/Socialist_Party_(France),,,,31320,104,1250320,,702,1404,602,5859,602,250,74
1540,5,14,JCP,Japan Communist Party,Nihon Kyōsan-tō,Nihon Kyosan-to,日本共産党,http://en.wikipedia.org/wiki/Japanese_Communist_Party,,New party formed on 15 July 1922.,,71220,,,,,2201,,8376,,392,10
1541,10,40,GERB,Citizens for European Development of Bulgaria,Grazhdani za Evropeysko Razvitie na Balgariya,Grazhdani za Evropeysko Razvitie na Balgariya,Граждани за европейско развитие на България,http://en.wikipedia.org/wiki/Citizens_for_European_Development_of_Bulgaria,,Party formed on 03 December 2006 as split from National Movement Simeon II (NDSV) by Bojko Borrisow.,,,29,1100600,,,,,,2010,100,41
1543,63,6,AD,Democratic Alliance,Aliança Democrática,Alianca Democratica,,http://en.wikipedia.org/wiki/Democratic_Alliance_(Portugal),,,,,,,,,,,,,620,38
1544,74,6,KLD,Liberal Democratic Congress,Kongres Liberalno-Demokratyczny,Kongres Liberalno-Demokratyczny,,http://en.wikipedia.org/wiki/Liberal_Democratic_Congress,,,,92420,,,,,3004,,,,616,68
1546,35,40,SD,Sweden Democrats,Sverigedemokraterna,Sverigedemokraterna,,http://en.wikipedia.org/wiki/Sweden_Democrats,,New party formed on 6 February 1988.,,,285,1752700,,,,,,1610,752,15
1547,44,11,SDP,Social Democratic Party,Social Democratic Party,Social Democratic Party,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28UK%29,,,,51330,,,,1604,,,,,826,11
1548,10,19,PKE,"Political Club ""Ecoglasnost""","Politicheski Klub ""Ekoglasnost""","Politicheski Klub ""Ekoglasnost""","Политически клуб ""Екогласност""",https://en.wikipedia.org/wiki/Ecoglasnost,buga,New party formed on 11 April 1989.,,80110,,,,,,,,,100,63
1549,74,26,UPR|KNP,Real Politics Union | Congress of the New Right,Unia Polityki Realnej | Kongres Nowej Prawicy,Unia Polityki Realnej | Kongres Nowej Prawicy,,http://en.wikipedia.org/wiki/Congress_of_the_New_Right,,New party formed on 6 December 1990. ,,92432,382,,,,,,3154,,616,37
1552,26,12,none,no party affiliation,senzo partito,senzo partito,,,,,,,,,,,,,,,380,990
1553,75,2,PK,Union of Farmers,Põllumeeste Kogu,Pollumeeste Kogu,,http://et.wikipedia.org/wiki/Vabaduspartei_%E2%80%93_P%C3%B5llumeeste_Kogu,,,,,,,,,1203,,,,233,32
1556,44,11,Lab,Labour,Labour Party,Labour Party,,http://en.wikipedia.org/wiki/Labour_Party_%28UK%29,,,,51320,421,1826320,,1601,601,1102,5147,1102,826,10
1557,55,40,LNNK,Latvian National Independence Movement,Latvijas Nacionālās Neatkarības Kustība,Latvijas Nacionalas Neatkaribas Kustiba,,http://en.wikipedia.org/wiki/Latvian_National_Independence_Movement_%28LNNK%29,,,,87710,,,,,,,,2406,428,36
1560,26,16,LL,Lombard League,Liga Lombarda,Liga Lombarda,,http://en.wikipedia.org/wiki/Lega_Lombarda,,New party formed on 12 April 1994. ,inclusion rule: twice seats in parliament,,,,,,,,,,380,31
1562,15,40,LLaS,Lithuanian Liberty Union,Lietuvos laisvės sąjunga,Lietuvos laisves sajunga,,http://lt.wikipedia.org/wiki/Lietuvos_laisv%C4%97s_s%C4%85junga,,,,,,,,,,,,2512,440,22
1563,1,14,ZRS,Association of Workers of Slovakia,Združenie robotníkov Slovenska,Zdruzenie robotnikov Slovenska,,http://en.wikipedia.org/wiki/Union_of_the_Workers_of_Slovakia,,,,96210,,,,,,,,,703,46
1565,67,14,SV,Swedish Left,Ruotsalainen vasemmisto – Svensk vänster,Ruotsalainen vasemmisto -- Svensk vanster,,http://en.wikipedia.org/wiki/Swedish_Left,,,,,,,,,,,,,246,50
1566,44,28,UPUP,Ulster Popular Unionist Party,Ulster Popular Unionist Party,Ulster Popular Unionist Party,,http://en.wikipedia.org/wiki/Ulster_Popular_Unionist_Party,,,,,,,,,,,,,826,17
1567,68,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,203,990
1570,10,14,KPB,Communist Party of Bulgaria,Komunisticheska Partiya na Balgariya,Komunisticheska Partiya na Balgariya,Комунистическа партия на България,http://en.wikipedia.org/wiki/Communist_Party_of_Bulgaria,buga,,,,,,,,701,,763,,100,26
1572,72,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,470,990
1573,37,19,Green,Green Party,Green Party  – Comhaontas Glas,Green Party -- Comhaontas Glas,,http://en.wikipedia.org/wiki/Green_Party_%28Ireland%29,,New party formed in 1981.,"""The Green party in Ireland's official name is 'Green Party-Comhaontas Glas'. This unusual arrangement was meant to give parity to the languages. See Article 1 of the party's Constitution."" (Conor Little, European University Institute, Florence; personal communication, October, 2009)",53110,169,1372110,,,,705,6327,705,372,10
1575,51,26,DISY,Democratic Rally,Dimokratikós Sinayermós,Dimokratikos Synagermos,Δημοκρατικός Συναγερμός,http://en.wikipedia.org/wiki/Dimokratikos_Synagermos,jacobs,,,55711,51,1196711,,,,,5387,,196,13
1576,67,16,SEP,Finnish Pensioners Party,Suomen Eläkeläisten Puolue– Finlands Pensionärers Parti,Suomen Elakelaisten Puolue -- Finlands Pensionarers Parti,,http://fi.wikipedia.org/wiki/Suomen_El%C3%A4kel%C3%A4isten_Puolue,,New party formed on 18 December 1985.,,,,,,,,,,,246,48
1580,37,14,DLP,Democratic Left,Democratic Left,Democratic Left,,http://en.wikipedia.org/wiki/Democratic_Left_(Ireland),,,,53221,,,,,1901,709,,,372,32
1582,7,26,AR|ADR,Action Committee Pensions | Alternative Democratic Reform Party,Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei,Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei,,http://en.wikipedia.org/wiki/Action_Committee_for_Democracy_and_Pensions_Justice,,New party formed on 12 May 1987.,,23951,214,1442951,,,,907,6866,,442,16
1587,60,16,DeSUS,Democratic Party of Pensioners of Slovenia,Demokratična stranka upokojencev Slovenije,Demokraticna stranka upokojencev Slovenije,,http://en.wikipedia.org/wiki/Democratic_Party_of_Pensioners_of_Slovenia,,,,97951,260,1705951,,,,,4183,2906,705,34
1589,23,26,PIN,National Initiative Party,Partidul Iniţiativa Naţională,Partidul Initiativa Nationala,,http://en.wikipedia.org/wiki/National_Initiative_Party,,Party formed in December 2006. ,,,,,,,,,,,642,34
1590,75,11,K-EUR,Constitution Party -- Estonian United People's Party,Konstitutsioonierakond – Eestimaa Ühendatud Rahvapartei,Konstitutsioonierakond -- Eestimaa Uehendatud Rahvapartei,,http://en.wikipedia.org/wiki/Constitution_Party_(Estonia),,New party formed on 8 October 1994 and registered on 8 December.,,83952,,,,,1201,,1664,2205,233,48
1591,39,11,MSZP,Hungarian Socialist Party,Magyar Szocialista Párt,Magyar Szocialista Part,,http://en.wikipedia.org/wiki/Hungarian_Socialist_Party,,,,86220,162,1348220,,,1601,,1976,2301,348,11
1592,41,14,SYRIZA,Coalition of the Radical Left,Synaspismós Rizospastikís Aristerás,Synaspismos Rizospastikis Aristeras,Συνασπισμός Ριζοσπαστικής Αριστεράς,http://en.wikipedia.org/wiki/Coalition_of_the_Radical_Left,,New party formed on 15 January 2004.,,,156,1300215,,,,,6183,,300,45
1593,26,14,PSIUP,Socialist Party of Proletarian Unity,Partito Socialista di Unità Proletaria,Partito Socialista di Unita Proletaria,,http://en.wikipedia.org/wiki/Italian_Socialist_Party_of_Proletarian_Unity,,,,,,,,,,,,,380,16
1594,64,19,AGL-Gr,Agalev -- Green,Agalev – Groen,Agalev -- Groen,,http://en.wikipedia.org/wiki/Anders_Gaan_Leven,,,,21112,13,1056112,,305,401,105,4963,105,56,15
1595,8,2,Bp,Farmers Party,Boerenpartij,Boerenpartij,,http://en.wikipedia.org/wiki/Boerenpartij,,New party formed in 1959.,,,,,85,,,,,,528,14
1597,75,26,IRL,Pro Patria and Res Publica Union,Erakond Isamaa ja Res Publica Liit,Erakond Isamaa ja Res Publica Liit,,http://en.wikipedia.org/wiki/Union_of_Pro_Patria_and_Res_Publica,,Party formed on 4 June 2006 as a merger of Pro Patria Union (I) and the Res Publica Party (ERP).,New party because ERP and I have similar vote share in last election (EP election 2004).,83611,80,1233613,,,,,1820,,233,14
1599,44,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,,,,,,,,826,990
1601,23,11,PSDR,Romanian Social Democratic Party,Partidul Social Democrat Român,Partidul Social Democrat Roman,,http://en.wikipedia.org/wiki/Romanian_Social_Democratic_Party_%281990%E2%80%932001%29,,,,93320,,,,,,,,,642,55
1602,40,40,FPS,Automobile Party | Freedom Party of Switzerland,Auto-Partei | Freiheitspartei der Schweiz,Auto-Partei | Freiheitspartei der Schweiz,,http://en.wikipedia.org/wiki/Freedom_Party_of_Switzerland,,New party formed in 1984.,,43951,,,,,3806,1713,,,756,14
1605,21,6,V,Liberal Party,Venstre,Venstre,,http://en.wikipedia.org/wiki/Venstre_%28Denmark%29,,,,13420,65,1208420,3,508,1108,212,5639,211,208,27
1606,21,6,RF,Justice Party,Retsforbund,Retsforbund,,http://en.wikipedia.org/wiki/Justice_Party_of_Denmark,,New party formed on 21 October 1919.,,13952,,,12,,,205,,,208,44
1608,55,11,SDP,Social Democratic Party,Sociāldemokrātiskā partija,Socialdemokratiska partija,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Latvia%29,,,,,,,,,,,,,428,49
1613,68,40,S-JB,Sovereignty -- Jana Bobosikova Bloc,Suverenita – blok Jany Bobošíkové,Suverenita -- blok Jany Bobosikove,,http://en.wikipedia.org/wiki/Sovereignty_%E2%80%93_Jana_Bobo%C5%A1%C3%ADkov%C3%A1_Bloc,,,,,,,,,,,,,203,65
1615,1,26,Lu+Ls,People's Union -- Liberal Party,Ludová únia – Liberálna strana,Ludova unia -- Liberalna strana,,http://en.wikipedia.org/wiki/Liber%C3%A1lna_strana,,,,,,,,,,,3954,,703,34
1616,68,6,DU,Democratic Union,Demokratická unie,Demokraticka unie,,http://en.wikipedia.org/wiki/Democratic_Union_(Czech_republic),,New party formed in March 1994.,,,,,,,,,,,203,15
1617,39,12,none,no party affiliation,független,fuggetlen,,,,,,,,,,,,,,,348,990
1619,60,19,ZS,Greens of Slovenia,Zeleni Slovenije,Zeleni Slovenije,,http://en.wikipedia.org/wiki/Greens_of_Slovenia,,,,97110,,,,,,,,,705,14
1620,1,26,MH,Most-Hid,Most-Híd,Most-Hid,,http://en.wikipedia.org/wiki/Most%E2%80%93H%C3%ADd,,,,,,,,,,,,2813,703,65
1621,51,19,KOP,Ecological and Environmental Movement,Kinima Oikologoi Perivallontistoi,Kinima Oikologoi Perivallontistoi,Κίνημα Οικολόγων Περιβαλλοντιστών,http://en.wikipedia.org/wiki/Ecological_and_Environmental_Movement,eed,New party formed in 1996. ,,,53,1196110,,,,,5441,,196,10
1623,15,14,TSKP,Lithuanian Communist Party on the CPSU Platform,Lietuvos komunistų partija TSKP platformoje,Lietuvos komunistu partija TSKP platformoje,Коммунистическая партия Литвы,http://en.wikipedia.org/wiki/Communist_Party_of_the_Soviet_Union,,,,,,,,,,,,,440,65
1624,1,6,ADS,Alliance of Democrats,Aliancia demokratov Slovenska,Aliancia demokratov Slovenska,,http://sk.wikipedia.org/wiki/Aliancia_demokratov_Slovenska,,ADS was formed in March 1993 when 8 MPs left the HZDS party group.,Party included because of cabinet participation.,96431,,,,,,,,,703,27
1627,62,6,IDS,Istrian Democratic Assembly,Istarski demokratski sabor,Istarski demokratski sabor,,http://en.wikipedia.org/wiki/Istrian_Democratic_Assembly,,,,81953,,,,,,,1224,,191,17
1629,21,11,Sd,Social Democrats,Socialdemokraterne,Socialdemokraterne,,http://en.wikipedia.org/wiki/Social_Democrats_%28Denmark%29,,,,13320,64,1208320,1,504,1103,201,5603,201,208,13
1632,15,2,LVP,Lithuanian Peasant Party,Lietuvos valstiečių partija,Lietuvos valstieciu partija,,http://en.wikipedia.org/wiki/Lithuanian_Peasants_Party,,,,88810,,,,,,,,2507,440,23
1633,26,3,DC,Christian Democrats,Democrazia Cristiana,Democrazia Cristiana,,"http://en.wikipedia.org/wiki/Christian_Democracy_(Italy,_historical)",,,,32520,,,131,1008,2107,801,,,380,69
1634,21,12,GrFa,Greenland and Faroe Islands,Grønland og Færøerne,Gronland og Faeroerne,,,,,Including seats won by regional parties from the two autonomous islands until 2007.,,,,,,,,,,208,980
1636,11,16,SC|DP,Social Credit | Democratic Party,Social Credit | Democratic Party,Social Credit | Democratic Party,,http://en.wikipedia.org/wiki/Social_Credit_Party_%28New_Zealand%29,,New party formed on 10 January 1953.,,64951,,,,1202,,,,,554,14
1638,9,14,RV,Red Electoral Alliance,Rød Valgallianse,Rod Valgallianse,,http://en.wikipedia.org/wiki/Red_Electoral_Alliance,,New party formed in 1973.,,,,,,,2901,,7560,,578,29
1639,23,19,MER,Romanian Ecological Movement,Miscarea Ecologista din Romania,Miscarea Ecologista din Romania,,https://en.wikipedia.org/wiki/Ecological_Movement_of_Romania,,,,93111,,,,,,,,,642,60
1644,21,19,SF,Socialist Peoples Party,Socialistisk Folkeparti,Socialistisk Folkeparti,,http://en.wikipedia.org/wiki/Socialistisk_Folkeparti,,,,13230,70,1208230,7,503,1102,206,5621,206,208,30
1645,1,26,OKS,Civic Conservative Party,Obcianska konzervatívna strana,Obcianska konzervatIvna strana,,http://en.wikipedia.org/wiki/Civic_Conservative_Party,,,,,,,,,,,3977,,703,33
1647,20,40,GP,Young Party,Genç Parti,Genc Parti,,http://en.wikipedia.org/wiki/Gen%C3%A7_Parti,,New party formed on 10 July 2002 by Cem Uzan.,,,,,,,,,8272,3405,792,10
1649,67,16,VEU,Anti-EU Movement,Vaihtoehto EU:Lle,Vaihtoehto EU:Lle,,http://fi.wikipedia.org/wiki/Vaihtoehto_EU:lle_Tiedotuskeskus,,,,,,,,,,,,,246,55
1650,33,3,CDP,Christian Democratic Party,Christian Democratic Party,Christian Democratic Party,,http://en.wikipedia.org/wiki/Christian_Democratic_Party_%28Australia%29,,New party formed in 1977.,,,,,,,,,,,36,11
1651,1,11,SDSS,Social Democratic Party of Slovakia,Sociálnodemokratická strana Slovenska,Socialnodemokraticka strana Slovenska,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Slovakia,,,,,,,,,3404,,,,703,20
1655,51,12,Turkish,Turkish,Turkish,Turkish,,,,,,,,,,,,,,,196,28
1656,55,11,LSDSP,Latvian Social Democratic Workers' Party,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvijas Socialdemokratu Stradnieku Partija,,http://en.wikipedia.org/wiki/Latvian_Social_Democratic_Workers%27_Party,,,,87311,,,,,,,,2408,428,17
1657,27,19,EP-V,Europe of the People -- The Greens,Europa de los Pueblos – Verdes,Europa de los Pueblos -- Verdes,,http://en.wikipedia.org/wiki/Europe_of_the_Peoples%E2%80%93Greens,,,,,,,,,,,,522,724,72
1659,1,12,etc,others,others,others,,,,,,,,,,,,,,,703,995
1660,34,26,Tehiya,Revival,Tehiya,Tehiya,תחיה‎,http://en.wikipedia.org/wiki/Tehiya,,,,72612,,,,,,,,,376,14
1661,26,14,PdCI,Party of the Italian Communists,Partito dei Comunisti Italiani,Partito dei Comunisti Italiani,,http://en.wikipedia.org/wiki/Party_of_Italian_Communists,,,,32213,,,,,,,6766,836,380,98
1666,55,26,V,Unity,Vienotība,Vienotiba,,http://en.wikipedia.org/wiki/Unity_%28Latvia%29,,,,,,,,,,,,2412,,
1667,55,26,PLL,For a Good Latvia,Par Labu Latviju!,Par Labu Latviju!,,http://en.wikipedia.org/wiki/For_a_Good_Latvia,,,,,,,,,,,,,,
1671,74,26,LP,Libertas Poland,Libertas Polska,Libertas Polska,,http://en.wikipedia.org/wiki/Libertas_Poland,,New party formed in 2007.,,,,1616010,,,,,,,,
1678,74,3,NKWW,National Voters Committee,Narodowy Komitet Wyborczy Wyborców,Narodowy Komitet Wyborczy Wyborcow,,http://pl.wikipedia.org/wiki/Narodowy_Komitet_Wyborczy_Wyborc%C3%B3w,pkw,New party formed on 8 Februar 2004.,,,,,,,,,,,,
1679,74,26,PjN,Poland is the Most Important,Polska jest Najważniejsza,Polska jest Najwazniejsza,,http://en.wikipedia.org/wiki/Poland_is_the_Most_Important,pr,,,,,,,,,,,,,
1680,74,26,IdP,Initiative for Poland,Inicjatywa dla Polski,Inicjatywa dla Polski,,http://pl.wikipedia.org/wiki/Inicjatywa_dla_Polski,pkw,Party formed on 14 June 2003.,,,,,,,,,,,,
1691,74,6,PPG,Polish Economic Program [Large Beer],Polski Program Gospodarczy [Duże Piwo],Polski Program Gospodarczy [Duze Piwo],,http://en.wikipedia.org/wiki/Polish_Beer-Lovers%27_Party,,New party formed in 1990.,,92433,,,,,,,,,,
1701,54,26,GDP,All-German Party,Gesamtdeutsche Partei,Gesamtdeutsche Partei,,http://de.wikipedia.org/wiki/Gesamtdeutsche_Partei,phb,Merger of GB/BHE and DP that formed on 15/16 April 1961 but dissolved quickly after an unsuccessful 1961 election campaign.,,,,,,,,,,,,
1702,26,26,PDIUM,Italian Democratic Party of Monarchist Unity,Partito Democratico Italiano di Unità Monarchica,Partito Democratico Italiano di Unita Monarchica,,http://en.wikipedia.org/wiki/Italian_Democratic_Party_of_Monarchist_Unity,,,,,,,133,,,,,,,
1710,74,3,RdR,Movement for the Republic,Ruch dla Rzeczypospolitej,Ruch dla Rzeczypospolitej,,http://pl.wikipedia.org/wiki/Ruch_dla_Rzeczypospolitej,,,,92523,,,,,,,,,,
1712,74,3,NCD-BdP,National Christian Democratic -- Block for Poland,Narodowo Chrześcijańsko Demokratyczny – Blok dla Polski,Narodowo Chrzescijansko Demokratyczny -- Blok dla Polski,,http://pl.wikipedia.org/wiki/Blok_dla_Polski,pkw,New party formed on 23 April 1997.,,,,,,,,,,,,
1718,54,14,Fr,Peace alliance,Friedensliste,Friedensliste,,http://de.wikipedia.org/wiki/Friedensliste,,,,,,,,,,,,,,
1720,54,40,BFB,Confederation of free citizens -- Offensive for Germany,Bund freier Bürger – Offensive für Deutschland,Bund freier Buerger -- Offensive fuer Deutschland,,http://de.wikipedia.org/wiki/Bund_freier_B%C3%BCrger,,Party formed on 21 January 1994. ,,,,,,,,,,,,
1722,5,26,JDP,Japan Democratic Party,Nihon Minshutō,Nihon Minshuto,日本民主党,http://en.wikipedia.org/wiki/Japan_Democratic_Party_%281954%29,nyt,,,,,,,,,,,,,
1723,5,14,LWSP,Left Wing Socialist Party,Saha Shakai Tô,Saha Shakai To,社会党左派,http://en.wikipedia.org/wiki/Leftist_Socialist_Party_of_Japan,,,,,,,,,,,,,,
1724,5,11,RWSP,Right Wing Socialist Party,Uha Shakai Tô,Uha Shakai To,社会党右派,http://en.wikipedia.org/wiki/Rightist_Socialist_Party_of_Japan,,,,,,,,,,,,,,
1726,5,26,JLP,Japan Liberal Party,Nihon Jiyūtō,Nihon Jiyuto,日本自由党,"http://en.wikipedia.org/wiki/Liberal_Party_%28Japan,_1945%29",,,,,,,,,,,,,,
1727,54,3,CDU+CSU,Christian Democratic Union / Christian Social Union,Christlich Demokratische Union / Christlich Soziale Union,Christlich Demokratische Union / Christlich Soziale Union,,http://en.wikipedia.org/wiki/CDU/CSU,,Electoral alliance and joint parliamentary group ('Fraktionsgemeinschaft'). The parties run independently in elections but do not compete at the state level. The CSU runs only in Bavaria and the CDU in all other German states.,,41521,116,1276521,,805,1505,301,5943,301,,
1733,5,6,NCoP,National Cooperative Party,Kokumin Kyôdô Tô,Kokumin Kyodo To,国民協同党,http://ja.wikipedia.org/wiki/%E5%9B%BD%E6%B0%91%E5%8D%94%E5%90%8C%E5%85%9A,,,,,,,,,,,,,,
1734,5,26,DP,Democratic Party,Minshutō,Minshuto,民主党,http://en.wikipedia.org/wiki/Democratic_Party_%281947%29,,,,,,,,,,,,,,
1735,51,28,KEP,Free Citizens Movement,K.E.P,K.E.P,,,cy-gov,,,,,,,,,,,,,
1736,5,14,LFP,Labour Farmer Party,Rōdōnōmintō,Rodonominto,労働者農民党,http://ja.wikipedia.org/wiki/%E5%8A%B4%E5%83%8D%E8%80%85%E8%BE%B2%E6%B0%91%E5%85%9A,,,,,,,,,,,,,,
1737,5,14,SRP,Social Reform Party,Yakaikakushintou zu,Yakaikakushintou zu,革新 党,http://ja.wikipedia.org/wiki/%E7%A4%BE%E4%BC%9A%E9%9D%A9%E6%96%B0%E5%85%9A,,,,,,,,,,,,,,
1738,5,11,CoP,Cooperative Party,Kyoudoutou,Kyoudoutou,協同党,http://ja.wikipedia.org/wiki/%E5%8D%94%E5%90%8C%E5%85%9A,,,,,,,,,,,,,,
1739,59,19,ALO,Alternative List Austria,Alternative Liste Österreichs,Alternative Liste Oesterreichs,,http://de.wikipedia.org/wiki/Alternative_Liste_%C3%96sterreichs,,New party formed on 21 March 1982.,Party run as Green Alternatives-Democratic List (GAL) in 1986 election winning only 0.1% vote share.,,,,,,,,,,,
1740,59,19,VGO,United Greens Austria,Vereinte Grüne Österreichs,Vereinte Gruene Oesterreichs,,http://de.wikipedia.org/wiki/Vereinte_Gr%C3%BCne_%C3%96sterreichs,,New party formed in 1982.,,,,,,,,,,,,
1743,59,40,DFP,Democratic Progressive Party,Demokratische Fortschrittliche Partei,Demokratische Fortschrittliche Partei,,https://en.wikipedia.org/wiki/Democratic_Progressive_Party_(Austria),,,"""one-person protest movement"", ""populist program"", ""employed ultranationalist (and even anti-Semitic) appeals"" (McHale 1983, 35)",,,,,,,,,,,
1744,59,16,Nein,No -- Citizens' Initiative against EU membership,Nein – Bürgerinitiative gegen die EU Mitgliedschaft,Nein -- Buergerinitiative gegen die EU Mitgliedschaft,,,,,,,,,,,,,,,,
1745,59,16,DU,The Independents -- Lugner's List,Die Unabhängigen – Liste Lugner,Die Unabhaengigen -- Liste Lugner,,http://en.wikipedia.org/wiki/The_Independents_%28Austria%29,,New party formed in 1998. ,,,,,,,,,,,,
1746,59,11,Fritz,The Citizens' Forum Austria,Bürgerforum Österreich – Liste Fritz Dinkhauser,Buergerforum Oesterreich -- Liste Fritz Dinkhauser,,http://en.wikipedia.org/wiki/Citizens'_Forum_Austria,,New party formed in 2008. ,,,,,,,,,,,,
1750,59,16,N,Citizens' Initiative for the retention of neutrality,Die Neutralen – Bürgerinitiative,Die Neutralen -- Buergerinitiative,,,,,,,,,,,,,,,,
1752,59,3,CSA,Christian Social Alliance (Karl Habsburg List),Christlich Soziale Allianz (Liste Karl Habsburg),Christlich Soziale Allianz (Liste Karl Habsburg),,https://en.wikipedia.org/wiki/Karl_von_Habsburg,,,,,,,,,,,,,,
1755,5,26,LP(H),Liberal Party (Hatoyama),Nihon Jiyūtō (Hatoyama),Nihon Jiyuto (Hatoyama),日本自由党,,nyt,Liberal Party (Nihon Jiyūtō) was formed on 15 March 1953 by Ichirō Hatoyama.,,,,,,,,,,,,
1758,74,26,ZChN,Christian National Union,Zjednoczenie Chrześcijańsko-Narodowe,Zjednoczenie Chrzescijansko-Narodowe,,http://en.wikipedia.org/wiki/Christian_National_Union,,New party formed on 15 September 1989.,,,,,,,,,,,,
1759,1,26,OLaNO,Ordinary People and Independent,Obyčajní ľudia a nezávislé osobnosti,Obycajni ludia a nezavisle osobnosti,,http://en.wikipedia.org/wiki/Ordinary_People_%28Slovakia%29,,New party formed on 28 October 2011.,,,,,,,,,,,,
1760,33,6,AP,Australia Party,Australia Party,Australia Party,,http://en.wikipedia.org/wiki/Australia_Party,,Party formed in 1969 as split from Liberal Party of Australia (LPA).,,,,,,,,,,,,
1761,11,19,VP,Values Party,Values Party,Values Party,,http://en.wikipedia.org/wiki/Values_Party,,New party formed in May 1972. ,,,,,,,,,,,,
1768,51,40,ELAM,National Popular Front,Ethniko Laiko Metopo,Ethniko Laiko Metopo,Εθνικό Λαϊκό Μέτωπο,http://en.wikipedia.org/wiki/ELAM_%28Cyprus%29,,Party formed in 2008. It existed previously as Golden Dawn Cyprus Branch.,No party name change coded due to lack of information about foundation date of Golden Dawn Cyprus Branch and because election results are only included after 2008 in ParlGov.,,,,,,,,,,,
1771,8,26,S+G+R,Reformatory Political Federation / Reformed Political League / Political Reformed Party,Staatkundig Gereformeerde Partij / Gereformeerd Politiek Verbond / Reformatorische Politieke Federatie,Staatkundig Gereformeerde Partij / Gereformeerd Politiek Verbond / Reformatorische Politieke Federatie,,,,,,,,,,,,,,,,
1772,63,14,Ref,Reformists,Reformadores,Reformadores,,,mackie,"""A group formed by two former leading members of the Socialist Party, political notables who failed to establish themselves as an organised political party."" (Mackie and Rose 1991, 379).",,,,,,,,,,,,
1773,9,14,SF,Socialist People's Party,Sosialistisk Folkeparti,Sosialistisk Folkeparti,,http://en.wikipedia.org/wiki/Socialist_People%27s_Party_%28Norway%29,snl,Party formed in April 1961 as split from Labour Party (DNA) in opposition to the party's pro-NATO position.,,12221,,,45,,,,,,,
1776,51,40,PAME,Pancypriot Militant Front,Pankyprio Agonistiko Metopo,Pankyprio Agonistiko Metopo,Παγκύπριο Αγωνιστικό Μέτωπο,,,,,,,,,,,,,,,
1777,51,6,EnKe,Union Centre,Enosi Kentrou,Enosi Kentrou,Ένωση Κέντρου,,eed,New party formed in 1981. ,,,,,,,,,,,,
1778,51,28,NEDEPA,New Democratic Front,Nea Demokratiki Parataxi,Nea Demokratiki Parataxi,Νέα Δημοκρατική Παράταξη,,,,,,,,,,,,,,,
1779,51,14,ADISOK,Democratic Socialist Renewal Movement,Anorthotiko Dimokratiko Sosialistiko Kinima,Anorthotiko Dimokratiko Sosialistiko Kinima,,,reuters,,,,,,,,,,,,,
1781,63,19,PAN,Party for Animals and Nature,Partido pelos Animais e pela Natureza,Partido pelos Animais e pela Natureza,,http://pt.wikipedia.org/wiki/Partido_pelos_Animais_e_pela_Natureza,,New party formed on 22 May 2009. ,,,,,,,,,,,,
1782,15,16,LLL,Lithuanian Liberty League,Lietuvos laisvės lyga,Lietuvos laisves lyga,,http://en.wikipedia.org/wiki/Lithuanian_Liberty_League,,New party formed after independence in 1990 and registered as a political party in November 1995.,,,,,,,,,,,,
1783,15,28,TPJ,National Progress Movement,Tautos pazangos judejimas,Tautos pazangos judejimas,,,,,,,,,,,,,,,,
1790,27,14,PSP,People's Socialist Party,Partido Socialista Popular,Partido Socialista Popular,,http://en.wikipedia.org/wiki/Popular_Socialist_Party_%28Spain%29,,,,,,,,,,,,519,,
1792,75,16,EPL,Estonian Pensioners' Union,Eesti Pensionaride Liit,Eesti Pensionaride Liit,,,,,,,,,,,,,,,,
1794,75,40,TEE,Future Estonia | Independence,Tuleviku Eesti | Iseseisvuspartei,Tuleviku Eesti | Iseseisvuspartei,,http://en.wikipedia.org/wiki/Estonian_Independence_Party,buga,New party formed on 19 August 1993 and registered on 4 November.,,,,,,,,,,,,
1796,75,2,ETE,Estonian Farmers Party,Eesti Talurahva Erakond,Eesti Talurahva Erakond,,https://et.wikipedia.org/wiki/Eesti_Talurahva_Erakond,,"New party formed on 5 November 1994 and registered on 30 November (Bugajski 2002, 69).
Joined People's Party (R) in May 1998.",,,,,,,,,,,,
