country_name_short,country_name,election_date,start_date,cabinet_name,caretaker,cabinet_party,prime_minister,seats,election_seats_total,party_name_short,party_name,party_name_english,left_right,country_id,election_id,cabinet_id,previous_cabinet_id,party_id
FIN,Finland,1962-02-05,1964-09-12,Virolainen,0,0,0,1,200,VL,Vapaamielisten Liitto – De Frisinnades Förbund,Liberal League,6.0,67,354,139,332,1109
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,460,339,139,66
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,1,0,41,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,460,339,139,1292
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,1,0,49,200,KESK,Keskusta,Centre Party,5.8027,67,460,339,139,94
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,0,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,460,339,139,1219
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,0,0,26,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,460,339,139,1118
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,0,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,460,339,139,585
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,0,0,1,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,460,339,139,200
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,1,1,55,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,460,339,139,395
FIN,Finland,1966-03-21,1966-05-27,Paasio I,0,1,0,7,200,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Social Democratic League of Workers and Smallholders,3.3,67,460,339,139,1108
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,460,203,339,66
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,1,0,41,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,460,203,339,1292
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,1,0,49,200,KESK,Keskusta,Centre Party,5.8027,67,460,203,339,94
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,0,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,460,203,339,1219
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,0,0,26,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,460,203,339,1118
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,460,203,339,585
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,0,0,1,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,460,203,339,200
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,1,1,55,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,460,203,339,395
FIN,Finland,1966-03-21,1968-03-22,Koivisto I,0,1,0,7,200,TPSL,Tyäväen ja Pienviljelijäin Sosialdemokraattinen Liitto – Arbetarnas och Småbrukarnas Socialdemokratiska Förbund,Social Democratic League of Workers and Smallholders,3.3,67,460,203,339,1108
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,77,707,203,66
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,36,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,77,707,203,1292
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,1,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,77,707,203,1463
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,36,200,KESK,Keskusta,Centre Party,5.8027,67,77,707,203,94
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,8,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,77,707,203,1219
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,37,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,77,707,203,1118
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,77,707,203,585
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,77,707,203,200
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,0,0,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,77,707,203,395
FIN,Finland,1970-03-16,1970-05-14,Aura I,1,1,1,0,200,none,ei kukaan – ingen,no party affiliation,,67,77,707,203,1119
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,77,115,707,66
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,1,0,36,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,77,115,707,1292
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,0,0,1,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,77,115,707,1463
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,1,1,36,200,KESK,Keskusta,Centre Party,5.8027,67,77,115,707,94
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,1,0,8,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,77,115,707,1219
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,0,0,37,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,77,115,707,1118
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,1,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,77,115,707,585
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,77,115,707,200
FIN,Finland,1970-03-16,1970-07-15,Karjalainen II,0,1,0,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,77,115,707,395
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,77,856,115,66
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,1,0,36,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,77,856,115,1292
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,0,0,1,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,77,856,115,1463
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,1,1,36,200,KESK,Keskusta,Centre Party,5.8027,67,77,856,115,94
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,1,0,8,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,77,856,115,1219
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,0,0,37,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,77,856,115,1118
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,0,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,77,856,115,585
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,77,856,115,200
FIN,Finland,1970-03-16,1971-03-26,Karjalainen III,0,1,0,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,77,856,115,395
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,77,391,856,66
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,36,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,77,391,856,1292
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,1,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,77,391,856,1463
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,36,200,KESK,Keskusta,Centre Party,5.8027,67,77,391,856,94
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,8,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,77,391,856,1219
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,37,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,77,391,856,1118
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,11,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,77,391,856,585
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,77,391,856,200
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,0,0,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,77,391,856,395
FIN,Finland,1970-03-16,1971-10-29,Aura II,1,1,1,0,200,none,ei kukaan – ingen,no party affiliation,,67,77,391,856,1119
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,636,618,391,66
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,37,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,636,618,391,1292
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,4,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,636,618,391,1463
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,35,200,KESK,Keskusta,Centre Party,5.8027,67,636,618,391,94
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,7,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,636,618,391,1219
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,34,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,636,618,391,1118
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,636,618,391,585
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,636,618,391,200
FIN,Finland,1972-01-03,1972-02-23,Paasio II,0,1,1,55,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,636,618,391,395
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,636,769,618,66
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,0,0,37,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,636,769,618,1292
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,0,0,4,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,636,769,618,1463
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,1,0,35,200,KESK,Keskusta,Centre Party,5.8027,67,636,769,618,94
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,1,0,7,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,636,769,618,1219
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,0,0,34,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,636,769,618,1118
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,636,769,618,585
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,0,0,18,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,636,769,618,200
FIN,Finland,1972-01-03,1972-09-04,Sorsa I,0,1,1,55,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,636,769,618,395
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,636,143,769,66
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,37,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,636,143,769,1292
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,4,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,636,143,769,1463
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,35,200,KESK,Keskusta,Centre Party,5.8027,67,636,143,769,94
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,7,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,636,143,769,1219
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,34,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,636,143,769,1118
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,636,143,769,585
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,12,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,7.4,67,636,143,769,139
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,6,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,636,143,769,200
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,0,0,55,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,636,143,769,395
FIN,Finland,1972-01-03,1975-06-13,Liinamaa,1,1,1,0,200,none,ei kukaan – ingen,no party affiliation,,67,636,143,769,1119
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,98,476,143,66
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,1,0,40,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,98,476,143,1292
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,98,476,143,1463
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,1,1,39,200,KESK,Keskusta,Centre Party,5.8027,67,98,476,143,94
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,1,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,98,476,143,1219
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,35,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,98,476,143,1118
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,7.4,67,98,476,143,1389
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,98,476,143,585
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,1,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,7.4,67,98,476,143,139
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,0,0,2,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,98,476,143,200
FIN,Finland,1975-09-22,1975-11-30,Miettunen II,0,1,0,54,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,98,476,143,395
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,98,848,476,66
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,40,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,98,848,476,1292
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,98,848,476,1463
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,1,1,39,200,KESK,Keskusta,Centre Party,5.8027,67,98,848,476,94
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,1,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,98,848,476,1219
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,35,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,98,848,476,1118
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,7.4,67,98,848,476,1389
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,98,848,476,585
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,1,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,7.4,67,98,848,476,139
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,2,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,98,848,476,200
FIN,Finland,1975-09-22,1976-09-29,Miettunen III,0,0,0,54,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,98,848,476,395
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,98,466,848,66
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,1,0,40,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,98,466,848,1292
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,98,466,848,1463
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,1,0,39,200,KESK,Keskusta,Centre Party,5.8027,67,98,466,848,94
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,1,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,98,466,848,1219
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,35,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,98,466,848,1118
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,7.4,67,98,466,848,1389
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,98,466,848,585
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,1,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,7.4,67,98,466,848,139
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,0,0,2,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,98,466,848,200
FIN,Finland,1975-09-22,1977-05-15,Sorsa II,0,1,1,54,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,98,466,848,395
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,98,492,466,66
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,1,0,40,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,98,492,466,1292
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,98,492,466,1463
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,1,0,39,200,KESK,Keskusta,Centre Party,5.8027,67,98,492,466,94
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,1,0,9,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,98,492,466,1219
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,35,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,98,492,466,1118
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,1,200,POP,Perustuslaillinen Oikeistopuolue – Konstitutionella högerpartiet,Constitutional People's Party,7.4,67,98,492,466,1389
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,98,492,466,585
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,1,200,SKYP,Suomen kansan yhtenäisyyden puolueen – Finlands folks enhetsparti,Finnish People's Unity Party,7.4,67,98,492,466,139
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,0,0,2,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,98,492,466,200
FIN,Finland,1975-09-22,1978-03-02,Sorsa III,0,1,1,54,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,98,492,466,395
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,84,776,492,66
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,1,0,35,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,84,776,492,1292
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,84,776,492,1463
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,1,0,36,200,KESK,Keskusta,Centre Party,5.8027,67,84,776,492,94
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,0,0,4,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,84,776,492,1219
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,0,0,47,200,KOK,Kansallinen Kokoomus – Samlingspartiet,National Coalition Party,7.2451,67,84,776,492,1118
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,1,0,9,200,RKP-SFP,Ruotsalainen Kansanpuolue – Svenska Folkepartiet i Finland,Swedish People's Party,6.3906,67,84,776,492,585
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,0,0,7,200,SP|P,Suomen Puolue | Perussuomalaiset,Finnish Party | True Finns,6.6331,67,84,776,492,200
FIN,Finland,1979-03-19,1979-05-26,Koivisto II,0,1,1,52,200,SSDP,Suomen Sosialidemokraattinen Puolue – Finlands Socialdemokratiska Parti,Social Democratic Party of Finland,3.5595,67,84,776,492,395
FIN,Finland,1979-03-19,1982-02-19,Sorsa IV,0,0,0,1,200,AS,Åländsk Samling,Aland Coalition,,67,84,378,776,66
FIN,Finland,1979-03-19,1982-02-19,Sorsa IV,0,1,0,35,200,DL|VAS,Demokraattinen Liitto – Demokratiska Förbundet | Vasemmistoliitto – Vänsterförbundet ,Democratic Union | Left Alliance,2.1843,67,84,378,776,1292
FIN,Finland,1979-03-19,1982-02-19,Sorsa IV,0,0,0,9,200,KD,Kristillisdemokraatit – Kristdemokraterna,Christian Democrats,7.1884,67,84,378,776,1463
FIN,Finland,1979-03-19,1982-02-19,Sorsa IV,0,1,0,36,200,KESK,Keskusta,Centre Party,5.8027,67,84,378,776,94
FIN,Finland,1979-03-19,1982-02-19,Sorsa IV,0,0,0,4,200,KE|SLK,Kansallinen Edistyspuolue | [Suomen] Liberaalinen Kansanpuolue,National Progressive Party | [Finnish] Liberal People's Party,5.7167,67,84,378,776,1219
